 title,attribution,book,page,favorite
"Bolivia","",RealBk3,31,false
"Bones From Jones","",JazzLTD,29,false
"Bongo Hop","",JazzLTD,47,false
"Boo Boo Be Doop","",Library,2,false
"Boogie Down","",NewReal1,29,false
"Boogie Stop Shuffle","",RealBk2,38,false
"Boogie Woogie","",JazzFake,68,false
"Booker's Waltz","",RealBk2,39,false
"Boomerang","",Library,156,false
"Booze Brothers","",HLBook,64,false
"Bop Boy","",RealBk3,34,false
"Bop City","",JazzLTD,49,false
"Bop City","",Library,157,false
"Bop Shop","",RealBk3,32,false
"Boplicity","",JazzFake,70,false
"Boplicity","",Library,13,false
"Boplicity","",RealBk1,60,false
"Born to Be Bad","",HLBook,59,false
"Born To Be Blue","",JazzFake,71,false
"Born To Be Blue","",RealBk3,35,false
"Born To Be Blue","",Standard,78,false
"Born To Lose","",BluesBk,41,false
"Bossa Antigua","",HLBook,57,false
"Bossa Rokka","",RealBk3,36,false
"Boston Marathon","",RealBk1,61,false
"Both Sides of the Coin","",HLBook,60,false
"Both Sides Of The Coin","",NewReal1,35,false
"Bottoms Up","",JazzLTD,35,false
"Bottoms Up","",Library,12,false
"Bounce","",Library,22,false
"Bouncing With Bud","",Library,13,false
"Bouncing With Bud","",NewReal1,37,false
"Bouncing With Bud","",RealBk2,40,false
"Boy What A Night","",JazzLTD,43,false
"Brainville","",RealBk1,62,false
"Brazil","",HLBook,61,false
"Brazil","",TheBook,283,false
"Brazilian Beat","",RealBk2,41,false
"Breakfast Wine","",NewReal1,39,false
"Breakfast With Joe","",Library,37,false
"Breakin' Away","",HLBook,62,false
"Breakin' Away","",NewReal1,41,false
"Breakthrough","",JazzLTD,43,false
"Brian's Song","",RealBk2,42,false
"Bridgitte","",JazzLTD,45,false
"Bright Blues","",JazzLTD,49,false
"Bright Blues","",Library,157,false
"Bright Boy","",RealBk2,43,false
"Bright Lights Big City","",BluesBk,44,false
"Bright moments","",RealBk2,44,false
"Bright Size Life","",RealBk1,64,false
"Brilliant Corners","",RealBk2,45,false
"Bring it With You When You Come","",BluesBk,42,false
"Broadway Blues","",RealBk1,65,false
"Broadway","",HLBook,58,false
"Broken Hearted Blues","",BluesBk,45,false
"Brother Can You Spare A Dime","",BluesBk,48,false
"Brothers Of The Bottom Row","",NewReal3,58,false
"Brown Gold","",Library,15,false
"Brown Skin Girl","",RealBk2,46,false
"Brownie Speaks","",JazzLTD,46,false
"Brownout","",RealBk1,66,false
"Bruh Slim","",JazzLTD,48,false
"Brussels In the Rain","",CubanBk1,22,false
"Bu's Delight","",NewReal3,59,false
"Bud Powell","",NewReal3,63,false
"Bud's Blues","",JazzFake,72,false
"Bud's Blues","",Library,14,false
"Bud's Blues","",RealBk3,40,false
"Bud's Bubble","",Library,16,false
"Bud's Bubble","",RealBk2,46,false
"Bud's Idea","",JazzLTD,48,false
"Buddy Bolden’s Blues","",BluesBk,46,false
"Budo","",JazzFake,73,false
"Budo","",Library,15,false
"Budo","",RealBk2,47,false
"Buhaina's Delight","",JazzLTD,50,false
"Built For Comfort","",BluesBk,49,false
"Bulldog Blues","",Library,23,false
"Bullet Train","",HLBook,65,false
"Bunko","",Library,6,false
"Bunko","",RealBk2,49,false
"Bunny","",Library,17,false
"Busch-Wacked","",RealBk3,41,false
"Buster Rides Again","",RealBk2,37,false
"Buster's Last Stand","",HLBook,64,false
"Bustin' Chops","",ColoBk,34,false
"Busy B's","",JazzLTD,42,false
"But Beautiful","",JazzFake,74,false
"But Beautiful","",NewReal1,44,false
"But Beautiful","",RealBk1,67,false
"But Beautiful","Johnny Burke, James Van Heusen",openbook jazz standards,40,false
"But I Call It Love","",JazzFake,440,false
"But Not For He","",RealBk2,50,false
"But Not For Me","",ColoBk,45,false
"But Not For Me","",Standard,80,false
"But Not For Me","",Standard,82,false
"But Not For Me","",TheBook,176,false
"But Not For Me","George Gershwin, Ira Gershwin",openbook jazz standards,41,false
"Butch and Butch","",JazzLTD,51,false
"Butterfly","",NewReal3,65,false
"Butterfly","",RealBk1,68,false
"Button Up Your Overcoat","",JazzFake,73,false
"Buzzy","",JazzFake,74,false
"Buzzy","",Library,17,false
"Buzzy","",RealBk3,42,false
"By Myself","",RealBk3,43,false
"Bye Bye Baby","",RealBk3,44,false
"Bye Bye Blackbird","",ColoBk,46,false
"Bye Bye Blackbird","",JazzFake,75,false
"Bye Bye Blackbird","",NewReal2,35,false
"Bye Bye Blackbird","",RealBk2,51,false
"Bye Bye Blackbird","",TheBook,222,false
"Bye Bye Blackbird","Ray Henderson, Mort Dixon",openbook jazz standards,42,false
"Bye Bye Blues","",JazzFake,75,false
"Bye-Ya","",JazzLTD,51,false
"Byrd Like","",HLBook,66,false
"Byrdlike","",RealBk2,407,false
"C Jam Blues","",RealBk2,55,false
"C Minor Blues Chase","",EvansBk,7,false
"C'est Magnifique","",TheBook,424,false
"C'est Si Bon (It's So Good)","",HLBook,78,false
"C.C. Rider","",JazzFake,78,false
"C.T.A.","",JazzLTD,72,false
"Ca C'est L'Amour","",TheBook,432,false
"Cabaret","",TheBook,162,false
"Cady and Carole","",JazzLTD,54,false
"Caf‚","",NewReal2,37,false
"Cairo","",Library,23,false
"Cake Walking Babies from Home","",HLBook,71,false
"Calculadora","",CubanBk1,23,false
"Caldonia","",JazzFake,76,false
"Call For All Demons","",RealBk1,1,false
"Call Me Irresponsible","",HLBook,66,false
"Can't Help Lovin' Dat Man","",JazzFake,76,false
"Can't Help Lovin' Dat Man","Jerome Kern, Oscar Hammerstein III",openbook jazz standards,43,false
"Can't Smile Without You","",TheBook,333,false
"Can't Stop Lovin’","",BluesBk,51,false
"Can't Take You Nowhere","",HLBook,67,false
"Can't We Be Friends","",RealBk2,52,false
"Canal Street Blues","",BluesBk,52,false
"Canclon para un festival","",CubanBk1,26,false
"Candy","",JazzFake,77,false
"CannonbaII","",HLBook,72,false
"Cantaloupe Island","",ColoBk,47,false
"Cantaloupe Island","",JazzLTD,62,false
"Cantelope Island","",HLBook,69,false
"Canyon Song","",RealBk1,72,false
"Can’t Help Lovin’ Dat Man","",BluesBk,50,false
"Capim","",NewReal2,39,false
"Captain Ahab","",Library,158,false
"Captain Fingers","",HLBook,68,false
"Captain Marvel","",RealBk1,70,false
"Caravan","",ColoBk,48,false
"Caravan","",HLBook,73,false
"Caravan","",NewReal3,73,false
"Caravan","",RealBk2,53,false
"Caravan","Duke Ellington, Juan Tizol, Irving Mills",openbook jazz standards,44,false
"Careful","",HLBook,72,false
"Careful","",RealBk2,54,false
"Careful","",RealBk3,45,false
"Careless Love","",BluesBk,53,false
"Careless Love","",RealBk2,55,false
"Cariba","",JazzLTD,88,false
"Caribbean Cutie","",Library,159,false
"Caridad","",CubanBk1,28,false
"Carioca","",JazzFake,9,false
"Carnival","",EvansBk,8,false
"Carolina In The Moring","",TheBook,106,false
"Carolina Shout","",HLBook,74,false
"Casa de Luz","",JazzLTD,56,false
"Casa De Luz","",Library,18,false
"Casa Forte","",NewReal2,41,false
"Cascades","",JazzLTD,53,false
"Cast Your Fate to the Wind","",HLBook,76,false
"Cat","",JazzLTD,55,false
"Catch Me","",RealBk2,56,false
"Catch The Wind","",EvansBk,10,false
"Catching the Sun","",HLBook,70,false
"Cathy","",JazzLTD,52,false
"Caught Up In The Rapture","",Standard,84,false
"Cecilia Is Love","",HLBook,73,false
"Cedar's Blues","",ColoBk,49,false
"Celebration","",TheBook,73,false
"Celia","",RealBk3,46,false
"Centerpiece","",ColoBk,50,false
"Central Park West","",NewReal2,43,false
"Central Park West","",RealBk1,156,false
"Ceora","",ColoBk,51,false
"Ceora","",NewReal3,76,false
"Ceora","",RealBk1,73,false
"Chain Of Fools","",NewReal1,45,false
"Chairs And Children","",NewReal3,77,false
"Chameleon","",HLBook,77,false
"Chameleon","",RealBk2,58,false
"Chan's Song","",NewReal3,257,false
"Change Of Mind","",NewReal1,47,false
"Change of Season","",HLBook,80,false
"Change Partners","",HLBook,77,false
"Charade","",Standard,86,false
"Charcoal Blues","",JazzLTD,54,false
"Chariots","",RealBk3,49,false
"Charles Christopher Parker","",JazzLTD,63,false
"Charles Mingus","",JazzLTD,256,false
"Charles Mingus","",JazzLTD,257,false
"Charleston","",TheBook,396,false
"Charmaine","",JazzFake,80,false
"Charmed Circle","",NewReal2,45,false
"Chase The","",RealBk2,59,false
"Chasin' The Train","",RealBk2,62,false
"Chasin' the Trane","",HLBook,80,false
"Chasing The Bird","",JazzFake,81,false
"Chasing the Bird","",JazzLTD,52,false
"Chattanooga Choo Choo","",TheBook,377,false
"Cheek To Cheek","",TheBook,199,false
"Cheese Cake","",RealBk2,60,false
"Chega De Saudade","",JazzFake,82,false
"Chega De Saudade","",NewReal1,49,false
"Chega De Saudade","",RealBk1,74,false
"Chega De Saudade","Antonio Carlos Jobim, Vinicius DeMoraes, John Hendricks, Jessie Cavanaugh",openbook jazz standards,45,false
"Chelsea Bells","",RealBk1,76,false
"Chelsea Bridge","",BluesBk,54,false
"Chelsea Bridge","",JazzFake,83,false
"Chelsea Bridge","",NewReal1,51,false
"Chelsea Bridge","",RealBk1,77,false
"Cherokee","",ColoBk,52,false
"Cherokee","",JazzFake,83,false
"Cherokee","",NewReal2,47,false
"Cherokee","",RealBk1,78,false
"Cherokee","",TheBook,323,false
"Cheryl","",JazzFake,84,false
"Cheryl","",Library,18,false
"Cheryl","",RealBk3,53,false
"Cheshire Cat Walk","",JazzLTD,57,false
"Chesney","",JazzLTD,58,false
"Chicago","",TheBook,190,false
"Chick's Tune","",NewReal3,79,false
"Chicken Feathers","",RealBk1,79,false
"Chief Crazy Horse","",JazzLTD,59,false
"Child Is Born","",NewReal2,48,false
"Child Is Born","",RealBk1,2,false
"Children Of The Night","",JazzLTD,70,false
"Children's Play Song","",EvansBk,12,false
"Children's Song","",RealBk1,80,false
"Chippie","",RealBk1,85,false
"Choices","",NewReal2,49,false
"Choo Choo Ch' Boogie","",JazzFake,84,false
"Christina","",HLBook,79,false
"Chromatic Tune","",EvansBk,11,false
"Chromazone","",NewReal2,51,false
"Chromozone","",HLBook,82,false
"Chronic Blues","",JazzLTD,60,false
"Chucho","",CubanBk1,31,false
"Chuckles","",Library,159,false
"CIA","",JazzLTD,72,false
"Ciao Ciao Bambino","",TheBook,461,false
"Circle","",RealBk2,61,false
"Circling The Blues","",Library,158,false
"Circular Motion","",NewReal3,81,false
"Circumstantial","",JazzLTD,61,false
"Ciribiribin","",TheBook,321,false
"Cirrus","",NewReal3,85,false
"Clarinet Polka","",TheBook,420,false
"Climb Ev'ry Mountain","",TheBook,70,false
"Clockwise","",NewReal2,55,false
"Close As Pages In A Book","",JazzFake,86,false
"Close Enough For Love","",RealBk3,54,false
"Close Enough For Love","",Standard,89,false
"Close To You","",Standard,91,false
"Close Your Eyes","",NewReal3,89,false
"Cocktails for Two","",HLBook,81,false
"Cocktails For Two","Arthur Johnston and Sam Coslow",openbook jazz standards,47,false
"Cohn My Way","",Library,29,false
"Cold Duck Time","",NewReal2,56,false
"Colonel Bogey","",TheBook,414,false
"Colors Of Chloe","",RealBk1,82,false
"Colour My World","",TheBook,132,false
"Come Back Baby","",BluesBk,55,false
"Come Back to Me","",HLBook,83,false
"Come Closer To Me","",TheBook,268,false
"Come Fly With Me","",Standard,93,false
"Come Rain Or Come Shine","",JazzFake,86,false
"Come Rain Or Come Shine","",RealBk2,63,false
"Come Rain Or Come Shine","Harold Arlen, Johnny Mercer",openbook jazz standards,48,false
"Come Sunday","",BluesBk,56,false
"Come Sunday","",JazzFake,87,false
"Come Sunday","",NewReal1,52,false
"Come Sunday","",RealBk1,88,false
"Comin' Down","",JazzLTD,64,false
"Comin' Home Baby","",RealBk2,64,false
"Comin' On The Hudson","",JazzLTD,61,false
"Como arrullo de palmas","",CubanBk1,32,false
"Como En Vietnam","",RealBk1,86,false
"Como fué","",CubanBk1,34,false
"Como un milagro","",CubanBk1,36,false
"Compadre Pedro Juan","",TheBook,277,false
"Compared To What","",NewReal1,53,false
"Compay gallo","",CubanBk1,40,false
"Compensation","",RealBk3,55,false
"Comrad Conrad","",JazzLTD,65,false
"Comrade Conrad","",EvansBk,14,false
"Con Alma","",ColoBk,53,false
"Con Alma","",HLBook,84,false
"Con Alma","",RealBk1,89,false
"Con tres palabras","",CubanBk1,44,false
"Conception","",HLBook,84,false
"Conception","",RealBk1,90,false
"Cone Pone","",Library,24,false
"Conference Of The Birds","",RealBk1,91,false
"Confessin","",RealBk2,65,false
"Confirmation","",ColoBk,54,false
"Confirmation","",JazzFake,88,false
"Confirmation","",Library,20,false
"Confirmation","",RealBk1,92,false
"Connies Bounce","",JazzLTD,67,false
"Consternation","",JazzLTD,69,false
"Contemplation","",JazzLTD,66,false
"Contemplation","",RealBk1,A3,false
"Contigo en la distancia","",CubanBk1,42,false
"Continental Blues","",HLBook,85,false
"Contours","",Library,26,false
"Convergencia","",CubanBk1,45,false
"Cookin' At The Continental","",JazzLTD,64,false
"Cookin'","",RealBk2,66,false
"Cool Blues","",Library,33,false
"Cool Blues","",RealBk2,64,false
"Cool Cat On A Hot Tin Roof","",Library,161,false
"Cool Eyes","",RealBk3,56,false
"Cool Green","",NewReal3,90,false
"Cool Mix","",Library,27,false
"Cool","",Library,27,false
"Cooling It","",Library,163,false
"Copacabana","",TheBook,327,false
"Copenhagen","",HLBook,89,false
"Coral","",ColoBk,74,false
"Coral","",RealBk1,93,false
"Corazón","",CubanBk1,46,false
"Corcovado","",JazzFake,309,false
"Corcovado","",RealBk1,94,false
"Core de los esclavos","",CubanBk1,48,false
"Corea","",JazzLTD,332,false
"Cork N Bib","",RealBk2,70,false
"Corner Pocket","",ColoBk,55,false
"Corrine Corrina","",BluesBk,58,false
"Cote D'azur","",ColoBk,73,false
"Cotton Tail","",BluesBk,60,false
"Cottonfields","",BluesBk,59,false
"Cottontail","",ColoBk,56,false
"Cottontail","",RealBk1,95,false
"Cottontail","",Standard,97,false
"Cottontail","",TheBook,354,false
"Could Be The Start Of Something Big","",TheBook,157,false
"Could It Be You","",RealBk1,96,false
"Could It Be You","Cole Porter",openbook jazz standards,49,false
"Count Every Star","",JazzFake,89,false
"Countdown","",RealBk1,97,false
"Country Roads","",RealBk1,98,false
"Cousin Mary","",HLBook,85,false
"Cousin Mary","",RealBk2,62,false
"Crazeology","",Library,163,false
"Crazeology","",RealBk2,67,false
"Crazy He Calls Me","",Standard,99,false
"Crazy Man Blues","",BluesBk,62,false
"Crazy Rhythm","",JazzFake,91,false
"Crazy Rhythm","",Standard,101,false
"Crazy Rhythm","",TheBook,203,false
"Crazyology","",HLBook,89,false
"Creepin","",NewReal3,91,false
"Creepin' In","",Library,162,false
"Crepuscule With Nellis","",JazzLTD,62,false
"Crescent City","",JazzLTD,71,false
"Crescent","",RealBk1,99,false
"Crisis","",JazzLTD,56,false
"Criss Cross","",Library,164,false
"Criss Cross","",NewReal2,57,false
"Criss/Cross","",RealBk2,68,false
"Cross My Heart","",HLBook,92,false
"Crossroads Blues","",BluesBk,63,false
"Cruising","",Library,160,false
"Cry Me A River","",JazzFake,92,false
"Cry Me A River","",RealBk3,58,false
"Cry Me A River","Arthur Hamilton",openbook jazz standards,50,false
"Cry Your Blues Away","",BluesBk,64,false
"Crystal Silence","",HLBook,94,false
"Crystal Silence","",RealBk1,100,false
"Crystal","",NewReal1,57,false
"Cuando Calienta el Sol","",TheBook,263,false
"Cubano Chant","",NewReal1,59,false
"Cunga Black","",JazzLTD,73,false
"Cupcake","",HLBook,95,false
"Curves Ahead","",HLBook,98,false
"Cute","",JazzFake,91,false
"Cute","",RealBk2,69,false
"Cute","",Standard,103,false
"Cyclic Episode","",JazzLTD,13,false
"Cynthia","",NewReal3,95,false
"D Minor Mint","",NewReal3,94,false
"D'Jango","",Library,38,false
"D.C. Farewell","",JazzFake,93,false
"Daa Houd","",Library,30,false
"Daahoud","",JazzFake,93,false
"Daahoud","",RealBk1,101,false
"Dacapolypso","",RealBk3,60,false
"Daddy's Girl Cynthia","",NewReal3,95,false
"Dahomey Dance","",HLBook,88,false
"Dahomey Dance","",JazzLTD,74,false
"Dakar","",JazzLTD,75,false
"Dance Cadaverous","",ColoBk,57,false
"Dance Cadaverous","",JazzLTD,76,false
"Dance lo Looks","",TheBook,16,false
"Dance Of The Infidels","",ColoBk,58,false
"Dance Of The Infidels","",JazzLTD,74,false
"Dancing In The Dark","",Standard,105,false
"Dancing In The Street","",NewReal3,97,false
"Dancing on the Ceiling","",HLBook,91,false
"Dancing On The Ceiling","",RealBk1,102,false
"Dancing On The Ceiling","",Standard,107,false
"Dancing On The Ceiling","",TheBook,38,false
"Dancing on the Ceiling","Richard Rodgers, Lorenz Hart",openbook jazz standards,51,false
"Danny Boy","",TheBook,486,false
"Danzas afrocubanas","",CubanBk1,51,false
"Darius Dance","",NewReal3,99,false
"Dark And Dreary","",BluesBk,65,false
"Darling Je Vous Aime Beaucoup","",HLBook,91,false
"Darn That Dream","",ColoBk,61,false
"Darn That Dream","",JazzFake,94,false
"Darn That Dream","",NewReal1,61,false
"Darn That Dream","",RealBk1,103,false
"Darn That Dream","Jimmy Van Heusen, Eddie DeLange",openbook jazz standards,52,false
"Das Ganze Haus 1st Schief","",TheBook,447,false
"Dat Dere","",HLBook,96,false
"Dat Dere","",JazzLTD,77,false
"Daughter Of Rosie O'Grady","",TheBook,485,false
"Day By Day","",NewReal2,60,false
"Day Dream","",NewReal3,101,false
"Day Dream","",RealBk3,59,false
"Day In Day Out","",RealBk3,62,false
"Day In Day Out","",Standard,109,false
"Day In Vienna","",RealBk2,71,false
"Day Tripper","",TheBook,245,false
"Day Waves","",RealBk1,106,false
"Days And Nights Waiting","",RealBk1,104,false
"Days Of Wine And Roses","",ColoBk,59,false
"Days of Wine and Roses","",HLBook,226,false
"Days Of Wine And Roses","",RealBk1,105,false
"Days Of Wine And Roses","",Standard,111,false
"De Kalb Blues","",BluesBk,66,false
"Dear Lord","",NewReal2,61,false
"Dear Old Stockholm","",JazzLTD,78,false
"Dear Old Stockholm","",Library,28,false
"Dear Old Stockholm","",RealBk1,108,false
"Dearly Beloved","",ColoBk,62,false
"Dearly Beloved","",JazzFake,96,false
"Dearly Beloved","",NewReal1,62,false
"Dearly Beloved","",RealBk1,107,false
"Debbie","",Library,165,false
"Deceptacon","",HLBook,93,false
